open goals,0
Nodes,8,403
Branches,100
Interactive steps,0
Symbolic execution steps,450
Automode time,26.5s
Automode time,26525ms
Avg. time per step,3.156ms
Rule applications
Quantifier instantiations,6
One-step Simplifier apps,1100
SMT solver apps,0
Dependency Contract apps,0
Operation Contract apps,32
Block/Loop Contract apps,0
Loop invariant apps,0
Merge Rule apps,0
Total rule apps,19,258
