open goals,0
Nodes,524
Branches,16
Interactive steps,0
Symbolic execution steps,32
Automode time,572ms
Avg. time per step,1.093ms
Rule applications
Quantifier instantiations,0
One-step Simplifier apps,87
SMT solver apps,0
Dependency Contract apps,0
Operation Contract apps,4
Block/Loop Contract apps,0
Loop invariant apps,0
Merge Rule apps,0
Total rule apps,1,488
