open goals,0
Nodes,4,348
Branches,33
Interactive steps,0
Symbolic execution steps,71
Automode time,10.5s
Automode time,10514ms
Avg. time per step,2.418ms
Rule applications
Quantifier instantiations,0
One-step Simplifier apps,392
SMT solver apps,0
Dependency Contract apps,0
Operation Contract apps,4
Block/Loop Contract apps,0
Loop invariant apps,0
Merge Rule apps,0
Total rule apps,5,761
