open goals,0
Nodes,14,774
Branches,166
Interactive steps,0
Symbolic execution steps,122
Automode time,82.0s
Automode time,82078ms
Avg. time per step,5.555ms
Rule applications
Quantifier instantiations,182
One-step Simplifier apps,1445
SMT solver apps,0
Dependency Contract apps,0
Operation Contract apps,9
Block/Loop Contract apps,0
Loop invariant apps,0
Merge Rule apps,0
Total rule apps,19,648
