open goals,0
Nodes,48,365
Branches,253
Interactive steps,0
Symbolic execution steps,1311
Automode time,321.3s
Automode time,321358ms
Avg. time per step,6.644ms
Rule applications
Quantifier instantiations,31
One-step Simplifier apps,6529
SMT solver apps,0
Dependency Contract apps,0
Operation Contract apps,80
Block/Loop Contract apps,0
Loop invariant apps,0
Merge Rule apps,0
Total rule apps,90,165
