open goals,0
Nodes,229
Branches,9
Interactive steps,0
Symbolic execution steps,21
Automode time,244ms
Avg. time per step,1.070ms
Rule applications
Quantifier instantiations,1
One-step Simplifier apps,35
SMT solver apps,0
Dependency Contract apps,0
Operation Contract apps,2
Block/Loop Contract apps,0
Loop invariant apps,0
Merge Rule apps,0
Total rule apps,490
