open goals,0
Nodes,1,528
Branches,38
Interactive steps,0
Symbolic execution steps,96
Automode time,2673ms
Avg. time per step,1.750ms
Rule applications
Quantifier instantiations,1
One-step Simplifier apps,239
SMT solver apps,0
Dependency Contract apps,0
Operation Contract apps,6
Block/Loop Contract apps,0
Loop invariant apps,0
Merge Rule apps,0
Total rule apps,3,378
