open goals,0
Nodes,805
Branches,13
Interactive steps,0
Symbolic execution steps,65
Automode time,2018ms
Avg. time per step,2.509ms
Rule applications
Quantifier instantiations,0
One-step Simplifier apps,188
SMT solver apps,0
Dependency Contract apps,0
Operation Contract apps,3
Block/Loop Contract apps,0
Loop invariant apps,0
Merge Rule apps,0
Total rule apps,1,763
