open goals,0
Nodes,1,089
Branches,21
Interactive steps,0
Symbolic execution steps,75
Automode time,1991ms
Avg. time per step,1.829ms
Rule applications
Quantifier instantiations,1
One-step Simplifier apps,169
SMT solver apps,0
Dependency Contract apps,0
Operation Contract apps,4
Block/Loop Contract apps,0
Loop invariant apps,0
Merge Rule apps,0
Total rule apps,2,346
