open goals,0
Nodes,13,023
Branches,404
Interactive steps,0
Symbolic execution steps,236
Automode time,36.9s
Automode time,36940ms
Avg. time per step,2.836ms
Rule applications
Quantifier instantiations,97
One-step Simplifier apps,2999
SMT solver apps,0
Dependency Contract apps,0
Operation Contract apps,7
Block/Loop Contract apps,0
Loop invariant apps,0
Merge Rule apps,0
Total rule apps,22,869
